DocType,DocNo,Docdate,Party Code,original_party_name,Location,Stock Code,Stock Description,Unit,Quantity,Rate,Gross Amount,Discount,Net Amount,Supplier Category,Product Division,Category,Sub Category,Brand,Nature of Sales,COO,Group,Created by,Created TS,Posted by,Posted TS,Currency,Currency Rate,Fcy Gross Amount,Fcy Discount,Fcy Net Amount,Party Name
LPI10,8789.0,2024-11-19,AP-C0055,Cosmoplast Industrial Co.L.L.C,M9 STORE,16539,"MALE PLUG, GREY 1""",NOS,1300.0,0.45,585.0,0.0,585.0,LOCAL,,PVC PIPE & FITTINGS,PVC MALE PLUG,brand_0850260632,,,No Warranty,SHAJAHAN.KA,2024-12-06,SHAJAHAN.KA,2024-12-06,AED,1.0,585.0,0.0,585.0,party_0779115970
LPI10,7285.0,2024-08-20,AP-K0028,Kludi Rak,Branch 2,29630,1 SPRAY HAND SHOWER+SS HOSE+BAR+SOAP DISH KLUDI RAK 62001,NOS,1.0,118.0,118.0,59.0,59.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAMEER,2024-10-11,AED,1.0,118.0,59.0,59.0,party_1548851612
LPI10,7285.0,2024-08-20,AP-K0028,Kludi Rak,Branch 2,29618,4 SPRAY SET 120MM HAND SHOWER/ ADJUSTABLE HOLDER/ HOSE KLUDI RAK 40022,NOS,1.0,81.0,81.0,40.5,40.5,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAMEER,2024-10-11,AED,1.0,81.0,40.5,40.5,party_1548851612
LPI10,7285.0,2024-08-20,AP-K0028,Kludi Rak,Branch 2,29446,BRASS PAPER HOLDER KLUDI RAK 21004-BK2,NOS,1.0,138.0,138.0,69.0,69.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAMEER,2024-10-11,AED,1.0,138.0,69.0,69.0,party_1548851612
LPI10,7285.0,2024-08-20,AP-K0028,Kludi Rak,Branch 2,29447,BRASS ROBE HOOK KLUDI RAK 21005,NOS,1.0,61.0,61.0,30.5,30.5,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAMEER,2024-10-11,AED,1.0,61.0,30.5,30.5,party_1548851612
LPI10,2606.0,2024-03-02,AP-T0027,Terraco Uae Ltd.Co. Llc,Sajjah Store (MUS),13312,TERRAFIX W42 STANDARD TERRACO BAG WHITE ,BAG,4.0,82.5,330.0,0.0,330.0,LOCAL,,TERRACO PAINTS,TERRAMIX TERRACO,brand_1060321938,,,No Warranty,SHAJAHAN.KA,2024-03-28,SHAJAHAN.KA,2024-03-28,AED,1.0,330.0,0.0,330.0,party_0526459536
LPI10,2603.0,2024-03-01,AP-B0075,Build World General Trading Llc,M9 STORE,28559,63MM PVC DOUBLE UNION BALL VALVE ATLAS PN16,NOS,30.0,27.0,810.0,0.0,810.0,LOCAL,,PVC PIPE & FITTINGS,UPVC DOUBLE UNION BALL VALVE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-03-28,SHAJAHAN.KA,2024-03-28,AED,1.0,810.0,0.0,810.0,party_0048901863
LPI10,7285.0,2024-08-20,AP-K0028,Kludi Rak,Branch 2,29471,BRASS TUMBLER HOLDER WITH GLASS KLUDI RAK 24007,NOS,1.0,50.0,50.0,25.0,25.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAMEER,2024-10-11,AED,1.0,50.0,25.0,25.0,party_1548851612
LPI10,2610.0,2024-03-28,AP-A0226,Al Marash Trading Company,Musaffah Shop,31832,"1/2""X1/2"" ANGLE VALVE TWO WAY MARS",NOS,50.0,10.0,500.0,0.0,500.0,LOCAL,,PLUMBING SOLUTIONS,,brand_2099487354,,,,SHAJAHAN.KA,2024-03-28,SHAJAHAN.KA,2024-03-28,AED,1.0,500.0,0.0,500.0,party_1721784710
LPI10,7285.0,2024-08-20,AP-K0028,Kludi Rak,Branch 2,29446,BRASS PAPER HOLDER KLUDI RAK 21004-BK2,NOS,1.0,55.0,55.0,27.5,27.5,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAMEER,2024-10-11,AED,1.0,55.0,27.5,27.5,party_1548851612
LPI10,7285.0,2024-08-20,AP-K0028,Kludi Rak,Branch 2,29447,BRASS ROBE HOOK KLUDI RAK 21005,NOS,1.0,25.0,25.0,12.5,12.5,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAMEER,2024-10-11,AED,1.0,25.0,12.5,12.5,party_1548851612
LPI10,7285.0,2024-08-20,AP-K0028,Kludi Rak,Branch 2,29450,BRASS SOAP DISH (GLASS) KLUDI RAK 21008,NOS,1.0,41.0,41.0,20.5,20.5,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAMEER,2024-10-11,AED,1.0,41.0,20.5,20.5,party_1548851612
LPI10,7285.0,2024-08-20,AP-K0028,Kludi Rak,Branch 2,29461,WALL MOUNTED SOAP DISPENSER (GLASS) KLUDI RAK 21033,NOS,1.0,55.0,55.0,27.5,27.5,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAMEER,2024-10-11,AED,1.0,55.0,27.5,27.5,party_1548851612
LPI10,2609.0,2024-03-28,AP-A0263,Al Nakiya Trading L.L.C,Musaffah Shop,34050,12PCS COMBINATION SPANNER SET EMERALD,NOS,12.0,20.0,240.0,0.0,240.0,LOCAL,,FASTENING TOOLS,COMBINATION SPANNER,brand_0505980144,,,No Warranty,SHAJAHAN.KA,2024-03-28,SHAJAHAN.KA,2024-03-28,AED,1.0,240.0,0.0,240.0,party_0268019997
LPI10,2613.0,2024-03-11,AP-P0053,Precision Electricals Co. L.L.C,Musaffah Shop,26895,63AX2PX30MA ELCB HAGER,NOS,2.0,106.0,212.0,0.0,212.0,LOCAL,,CIRCUIT PROTECTION,ELCB,brand_1073750677,,,No Warranty,SREEJITH,2024-03-29,SREEJITH,2024-03-29,AED,1.0,212.0,0.0,212.0,party_1792464941
LPI10,2612.0,2024-03-11,AP-I0024,Interlink Building Materials Trading L.L.C,M9 STORE,31396,"3"" PVC DOUBLE UNION BALL VALVE ERA",NOS,4.0,105.0,420.0,0.0,420.0,LOCAL,,PVC PIPE & FITTINGS,PVC DOUBLE UNION BALL VALVE,brand_0160635855,,,No Warranty,SREEJITH,2024-03-29,SREEJITH,2024-03-29,AED,1.0,420.0,0.0,420.0,party_0884608352
LPI10,2614.0,2024-03-11,AP-P0053,Precision Electricals Co. L.L.C,Musaffah Shop,33344,0.75MMX1C PANEL CABLE AL-FANAR BLACK ,ROLL,20.0,35.0,700.0,0.0,700.0,LOCAL,,WIRE & CABLE,,brand_0437513022,,,No Warranty,SREEJITH,2024-03-29,SREEJITH,2024-03-29,AED,1.0,700.0,0.0,700.0,party_1792464941
LPI10,7285.0,2024-08-20,AP-K0028,Kludi Rak,Branch 2,29596,"OVERHEAD SHOWER (250MM) DN15 ""1/2"" FEMALE THREAD KLUDI RAK 12014",NOS,1.0,268.0,268.0,134.0,134.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAMEER,2024-10-11,AED,1.0,268.0,134.0,134.0,party_1548851612
LPI10,2680.0,2024-03-07,AP-A0299,Al Sanaa Hardware Trading Co.L.L.C,Sajjah Store (MUS),18593,SHATTAF SET TEMPESTA-F CHROME GROHE-2751300F,NOS,50.0,55.0,2750.0,0.0,2750.0,LOCAL,,PLUMBING SOLUTIONS,SHATTAF,brand_1431590766,,,No Warranty,SREEJITH,2024-03-30,SREEJITH,2024-03-30,AED,1.0,2750.0,0.0,2750.0,party_0527390360
LPI50,1001.0,2024-09-04,AP-K0028,Kludi Rak,RAK,29357,SINGLE LEVER BASIN MIXER DN15 KLUDI RAK 17000 - DUMMY,NOS,1.0,182.0,182.0,91.0,91.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-20,SHAJAHAN.KA,2024-10-20,AED,1.0,182.0,91.0,91.0,party_1548851612
LPI50,1001.0,2024-09-04,AP-K0028,Kludi Rak,RAK,29513,SINGLE TOWEL BAR SWING BRASS KLUDI RAK 20001,NOS,1.0,122.0,122.0,61.0,61.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-20,SHAJAHAN.KA,2024-10-20,AED,1.0,122.0,61.0,61.0,party_1548851612
LPI50,1001.0,2024-09-04,AP-K0028,Kludi Rak,RAK,29510,TUMBLER HOLDER SWING BRASS KLUDI RAK 20007,NOS,1.0,92.0,92.0,46.0,46.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-20,SHAJAHAN.KA,2024-10-20,AED,1.0,92.0,46.0,46.0,party_1548851612
LPI50,1001.0,2024-09-04,AP-K0028,Kludi Rak,RAK,29511,SOAP DISH HOLDER SWING BRASS KLUDI RAK 20008,NOS,1.0,92.0,92.0,46.0,46.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-20,SHAJAHAN.KA,2024-10-20,AED,1.0,92.0,46.0,46.0,party_1548851612
LPI50,1001.0,2024-09-04,AP-K0028,Kludi Rak,RAK,29512,SPARE PAPER HOLDER SWING BRASS KLUDI RAK 20015,NOS,1.0,82.0,82.0,41.0,41.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-20,SHAJAHAN.KA,2024-10-20,AED,1.0,82.0,41.0,41.0,party_1548851612
LPI50,1001.0,2024-09-04,AP-K0028,Kludi Rak,RAK,29576,"1/2"" ANGLE VALVE 1/4 TURN-CP PROFILE KLUDI RAK 1 RAK33002-01",NOS,1.0,18.0,18.0,9.0,9.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-20,SHAJAHAN.KA,2024-10-20,AED,1.0,18.0,9.0,9.0,party_1548851612
LPI50,1001.0,2024-09-04,AP-K0028,Kludi Rak,RAK,29447,BRASS ROBE HOOK KLUDI RAK 21005,NOS,1.0,82.0,82.0,41.0,41.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-20,SHAJAHAN.KA,2024-10-20,AED,1.0,82.0,41.0,41.0,party_1548851612
LPI50,1001.0,2024-09-04,AP-K0028,Kludi Rak,RAK,29513,SINGLE TOWEL BAR SWING BRASS KLUDI RAK 20001,NOS,1.0,122.0,122.0,61.0,61.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-20,SHAJAHAN.KA,2024-10-20,AED,1.0,122.0,61.0,61.0,party_1548851612
LPI50,1001.0,2024-09-04,AP-K0028,Kludi Rak,RAK,29525,TOWEL RING PACIFIC BRASS KLUDI RAK 28003,NOS,1.0,153.0,153.0,76.5,76.5,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-20,SHAJAHAN.KA,2024-10-20,AED,1.0,153.0,76.5,76.5,party_1548851612
LPI50,1001.0,2024-09-04,AP-K0028,Kludi Rak,RAK,29524,SOAP DISPENSER PACIFIC BRASS KLUDI RAK 28033,NOS,1.0,166.0,166.0,83.0,83.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-20,SHAJAHAN.KA,2024-10-20,AED,1.0,166.0,83.0,83.0,party_1548851612
LPI50,1001.0,2024-09-04,AP-K0028,Kludi Rak,RAK,29412,PROFILE STAR SINGLE LEVER HIGH-RAISED XL BASIN MIXER DN15 CHROME KLUDI RAK 14161,NOS,1.0,469.0,469.0,234.5,234.5,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-20,SHAJAHAN.KA,2024-10-20,AED,1.0,469.0,234.5,234.5,party_1548851612
LPI10,2805.0,2024-03-12,AP-E0010,Electra Abu Dhabi L.L.C,Musaffah Shop,26334,"56"" CEILING FAN KDK",NOS,25.0,147.0,3675.0,0.0,3675.0,LOCAL,,EXHAUST & VENTILATION,CEILING FAN,brand_1635844873,,,No Warranty,SHAJAHAN.KA,2024-03-30,SHAJAHAN.KA,2024-03-30,AED,1.0,3675.0,0.0,3675.0,party_1579450008
LPI50,1007.0,2024-09-09,AP-K0028,Kludi Rak,RAK,29518,SOAP DISH HOLDER PACIFIC BRASS KLUDI RAK 28008,NOS,1.0,82.0,82.0,41.0,41.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-21,SHAJAHAN.KA,2024-10-21,AED,1.0,82.0,41.0,41.0,party_1548851612
LPI10,2865.0,2024-03-23,AP-A0286,Al Sabouh Bldg . Mat . Tr . Co . Llc,M9 STORE,18593,SHATTAF SET TEMPESTA-F CHROME GROHE-2751300F,NOS,40.0,75.0,3000.0,0.0,3000.0,LOCAL,,PLUMBING SOLUTIONS,SHATTAF,brand_1431590766,,,No Warranty,SHAJAHAN.KA,2024-04-02,SHAJAHAN.KA,2024-04-02,AED,1.0,3000.0,0.0,3000.0,party_0755952465
LPI50,1024.0,2024-10-23,AP-K0028,Kludi Rak,RAK,37642,HARMONY TOWEL RING RECTANGULAR ROSE GOLD KLUDI RAK 24003.RG1,NOS,1.0,140.0,140.0,0.0,140.0,LOCAL,,PLUMBING SOLUTIONS,TOWEL ROD,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-11-07,SHAJAHAN.KA,2024-11-07,AED,1.0,140.0,0.0,140.0,party_1548851612
LPI10,2884.0,2024-03-06,AP-A0003,A One Tools Trading L.L.C,Sajjah Store (MUS),33808,"3/8"" DIGITAL TORQUE WRENCH (27-135 N.M)  MAX GERMANY",NOS,14.0,345.0,4830.0,0.0,4830.0,LOCAL,,,,brand_0505980144,,,No Warranty,SHAJAHAN.KA,2024-04-02,SHAJAHAN.KA,2024-04-02,AED,1.0,4830.0,0.0,4830.0,party_0533576413
LPI50,1024.0,2024-10-23,AP-K0028,Kludi Rak,RAK,37650,HARMONY TUMBLER HOLDER WITH GLASS ROSE GOLD KLUDI RAK 24007.RG1,NOS,1.0,77.0,77.0,0.0,77.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-11-07,SHAJAHAN.KA,2024-11-07,AED,1.0,77.0,0.0,77.0,party_1548851612
LPI10,2944.0,2024-03-05,AP-A0114,Al Ashara Building Material Trdg Llc,Musaffah Shop,32020,LONG BODY PUSH TAP ANGEL-ETD-503 ,NOS,10.0,50.0,500.0,0.0,500.0,LOCAL,,PLUMBING SOLUTIONS,BIB COCK,brand_1822006220,,,,SHAJAHAN.KA,2024-04-02,SHAJAHAN.KA,2024-04-02,AED,1.0,500.0,0.0,500.0,party_2072737287
LPI10,2948.0,2024-03-06,AP-Z0020,Zujer Trading Co.Llc,Branch 2,22814,"8MMX11/2"" DRYWALL SCREW FINE BUGLE HD BLACK KHADS ( 1 CTN X 8 PKTS ) ( 1 PKT X 500 PCS )",PKT,24.0,18.5,444.0,0.0,444.0,LOCAL,,SCREW & FIXINGS,DRYWALL SCREW,brand_1136702786,,,No Warranty,SHAJAHAN.KA,2024-04-02,SHAJAHAN.KA,2024-04-02,AED,1.0,444.0,0.0,444.0,party_1476150159
LPI10,2948.0,2024-03-06,AP-Z0020,Zujer Trading Co.Llc,Branch 2,22813,"8MMX2"" DRYWALL SCREW FINE BUGLE HD BLACK KHADS  ( 1 CTN X 8 PKTS ) ( 1 PKT X 500 PCS )",PKT,8.0,21.5,172.0,0.0,172.0,LOCAL,,SCREW & FIXINGS,DRYWALL SCREW,brand_1136702786,,,No Warranty,SHAJAHAN.KA,2024-04-02,SHAJAHAN.KA,2024-04-02,AED,1.0,172.0,0.0,172.0,party_1476150159
LPI10,2980.0,2024-03-20,AP-U0013,United Trading Company L.L.C,Musaffah Shop,24776,"16"" TOOL BAG MASTER",NOS,6.0,40.0,240.0,0.0,240.0,LOCAL,,STORAGE TOOLS,TOOL BAG,brand_1129123581,,,No Warranty,SHAJAHAN.KA,2024-04-03,SHAJAHAN.KA,2024-04-03,AED,1.0,240.0,0.0,240.0,party_1181913402
LPI10,2991.0,2024-03-20,AP-A0188,Al Iejaz Plastic Pipes Ind.L.L.C,Musaffah Shop,16733,90MM PVC PIPE CLASS 6 IEJAZ 6MTR,NOS,15.0,22.0,330.0,0.0,330.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0311066553,,,No Warranty,SHAJAHAN.KA,2024-04-03,SHAJAHAN.KA,2024-04-03,AED,1.0,330.0,0.0,330.0,party_1648320774
LPI10,2989.0,2024-03-20,AP-A0450,Atlas Plastic Factory L.L.C,Musaffah Shop,16620,32MM PVC PIPE CLASS 16 ATLAS-6MTR,NOS,100.0,11.0,1100.0,0.0,1100.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-04-03,SHAJAHAN.KA,2024-04-03,AED,1.0,1100.0,0.0,1100.0,party_1032261125
LPI10,2989.0,2024-03-20,AP-A0450,Atlas Plastic Factory L.L.C,Musaffah Shop,16597,"1"" PVC PIPE CLASS E ATLAS-6MTR",NOS,100.0,11.0,1100.0,0.0,1100.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-04-03,SHAJAHAN.KA,2024-04-03,AED,1.0,1100.0,0.0,1100.0,party_1032261125
LPI10,2989.0,2024-03-20,AP-A0450,Atlas Plastic Factory L.L.C,Musaffah Shop,16623,63MM PVC PIPE CLASS 16 ATLAS-6MTR,NOS,30.0,36.5,1095.0,0.0,1095.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-04-03,SHAJAHAN.KA,2024-04-03,AED,1.0,1095.0,0.0,1095.0,party_1032261125
LPI10,3006.0,2024-03-19,AP-T0027,Terraco Uae Ltd.Co. Llc,Musaffah Shop,13307,GYPSUM PUTTY TERRACO DRM MAXI ACRYLIC GREY,DRM,14.0,99.0,1386.0,0.0,1386.0,LOCAL,,TERRACO PAINTS,GYPSUM PUTTY TERRACO,brand_1060321938,,,No Warranty,SHAJAHAN.KA,2024-04-03,SHAJAHAN.KA,2024-04-03,AED,1.0,1386.0,0.0,1386.0,party_0526459536
LPI10,3061.0,2024-03-04,AP-K0028,Kludi Rak,Musaffah Shop,29337,SINGLE LEVER SINK MIXER PEAK DN15 KLUDI RAK 18004,NOS,5.0,198.0,990.0,0.0,990.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SREEJITH,2024-04-08,SREEJITH,2024-04-08,AED,1.0,990.0,0.0,990.0,party_1548851612
LPI50,1025.0,2024-10-15,AP-K0028,Kludi Rak,RAK,29436,PREMIERXBIBCOCK LONG BODY DN15 3.8L KLUDI RAK 34007,NOS,2.0,109.0,218.0,0.0,218.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-11-07,RISHAD,2024-11-26,AED,1.0,218.0,0.0,218.0,party_1548851612
LPI10,3059.0,2024-03-21,AP-A0106,Al Amri Trading Company Llc,Musaffah Shop,25048,OMAN 16MMX4CORE  ARMOURED CABLE,MTR,3.0,25.0,75.0,0.0,75.0,LOCAL,,WIRE & CABLE,ARMOURED CABLE,brand_0388743749,,,No Warranty,SREEJITH,2024-04-08,SREEJITH,2024-04-08,AED,1.0,75.0,0.0,75.0,party_1771823315
LPI50,1025.0,2024-10-15,AP-K0028,Kludi Rak,RAK,29429,PREMIERXDUAL CTRL SINK MIXER DN15 6L KLUDI RAK 34000,NOS,2.0,182.0,364.0,0.0,364.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-11-07,RISHAD,2024-11-26,AED,1.0,364.0,0.0,364.0,party_1548851612
IPI10,1018.0,2024-09-12,AP-X0005,Xiamen Howin Trade Co Ltd,Sajjah store (SHJ),37441,"WC CONCEALED FLUSH TANK  CONNECTOR 18CM AQUAFIT AQF-FTC-18
",NOS,96.0,2.76,264.6,0.0,264.6,IMPORT,,PLUMBING SOLUTIONS,WC CONNECTOR,brand_1460282726,,,No Warranty,RAJAB IMPORT,2024-09-12,RISHAD,2024-10-04,USD,3.675,72.0,0.0,72.0,party_1015152511
LPI50,1078.0,2024-12-25,AP-K0028,Kludi Rak,RAK,29551,STAINLESS STEEL FLOOR DRAIN (150X150MM) KLUDI RAK 22029,NOS,20.0,49.0,980.0,0.0,980.0,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2025-01-06,SHAJAHAN.KA,2025-01-06,AED,1.0,980.0,0.0,980.0,party_1548851612
LPI10,3136.0,2024-04-20,AP-Z0020,Zujer Trading Co.Llc,Musaffah Shop,34213,"4.8MMX12.7MM ALUMINIUM RIVET KHADS, MADE IN TAIWAN",PKT,60.0,27.0,1620.0,0.0,1620.0,LOCAL,,SCREWS & FIXINGS,ALUMINIUM RIVET,brand_1136702786,,,,SHAJAHAN.KA,2024-04-22,SHAJAHAN.KA,2024-04-22,AED,1.0,1620.0,0.0,1620.0,party_1476150159
LPI20,2352.0,2024-06-01,AP-M0087,Multicom Enterprises L.L.C.,Multicolor,13343,BONDO STEEL PUTTY ULTIMATE GLN 234D,CTN,20.0,233.0,4660.0,0.0,4660.0,LOCAL,,PAINTING RELATED ITEMS,BONDO STEEL PUTTY,brand_1697949834,,,No Warranty,KAJA,2024-07-01,KAJA,2024-07-01,AED,1.0,4660.0,0.0,4660.0,party_1369237310
LPI20,2352.0,2024-06-01,AP-M0087,Multicom Enterprises L.L.C.,Multicolor,32851,BONDO LIGHT WEIGHT BODY FILLER RED 3.4KG 264D,GLN,40.0,71.75,2870.0,0.0,2870.0,LOCAL,,PAINTING RELATED ITEMS,BODY FILLER,brand_1697949834,,,No Warranty,KAJA,2024-07-01,KAJA,2024-07-01,AED,1.0,2870.0,0.0,2870.0,party_1369237310
LPI10,7264.0,2024-10-01,AP-M0087,Multicom Enterprises L.L.C.,M9 STORE,31386,6MM PVC FISCHER PLUG MAXIMA,NOS,400.0,1.92,768.0,0.0,768.0,LOCAL,,FASTENING TOOLS,FISCHER PLUG,brand_1920731261,,,No Warranty,SHAJAHAN.KA,2024-10-02,SHERIN,2024-10-02,AED,1.0,768.0,0.0,768.0,party_1369237310
LPI20,2375.0,2024-06-01,AP-M0087,Multicom Enterprises L.L.C.,Multicolor,13343,BONDO STEEL PUTTY ULTIMATE GLN 234D GLN ,CTN,10.0,233.0,2330.0,0.0,2330.0,LOCAL,,PAINTING RELATED ITEMS,BONDO STEEL PUTTY,brand_1697949834,,,No Warranty,KAJA,2024-07-02,KAJA,2024-07-02,AED,1.0,2330.0,0.0,2330.0,party_1369237310
LPI20,3479.0,2024-10-14,AP-M0087,Multicom Enterprises L.L.C.,Multicolor,13343,BONDO STEEL PUTTY ULTIMATE GLN 234D,CTN,25.0,231.0,5775.0,0.0,5775.0,LOCAL,,PAINTING RELATED ITEMS,BONDO STEEL PUTTY,brand_1697949834,,,No Warranty,KAJA,2024-11-12,KAJA,2024-11-12,AED,1.0,5775.0,0.0,5775.0,party_1369237310
CPI10,1001.0,2024-01-08,AP-B0062,Bridge Way Trading Llc,Musaffah Shop,31974,PU COATED GLOVES AEROLITE 5 CUTPRO TECHTION,NOS,4.0,6.0,24.0,0.0,24.0,LOCAL,,SAFETY WEARINGS,SAFETY GLOVES,brand_1278799378,,,,ASHKAR,2024-01-08,ASHKAR,2024-01-08,AED,1.0,24.0,0.0,24.0,party_1581200165
LPI10,3148.0,2024-04-17,AP-A0380,Ant General Trading L.L.C,Sajjah Store (MUS),31899,"11/4"" MAGIC HOSE ",NOS,10.0,1.7,17.0,0.0,17.0,LOCAL,,PLUMBING SOLUTIONS,MAGIC HOSE,brand_0784367099,,,,SHAJAHAN.KA,2024-04-22,SHAJAHAN.KA,2024-04-22,AED,1.0,17.0,0.0,17.0,party_0643071186
LPI10,3168.0,2024-04-16,AP-V0002,Vee Pee Trading L.L.C,Pump Store,33770,2.5MM BOOT LUG BLUE E2508,PKT,10.0,3.2,32.0,0.0,32.0,LOCAL,,CABLE ACCESSORIES,CABLE LUG,brand_1117749611,,,No Warranty,SHAJAHAN.KA,2024-04-22,SHAJAHAN.KA,2024-04-22,AED,1.0,32.0,0.0,32.0,party_0214112087
CPI10,1022.0,2024-01-19,AP-B0062,Bridge Way Trading Llc,Branch 2,31974,PU COATED GLOVES AEROLITE 5 CUTPRO TECHTION,NOS,5.0,6.5,32.5,0.0,32.5,LOCAL,,SAFETY WEARINGS,SAFETY GLOVES,brand_1278799378,,,,ASHKAR,2024-01-19,ASHKAR,2024-01-19,AED,1.0,32.5,0.0,32.5,party_1581200165
LPI10,4742.0,2024-06-25,AP-F0026,Fikree Pipes Establishment,Branch 2,36739,40X32MM HDPE DRAINAGE REDUCER SDR26 -GEBRIT ,NOS,40.0,7.5,300.0,0.0,300.0,LOCAL,,HDPE PIPE & FITTINGS,HDPE FRAINAGE REDUCER,brand_0500751709,,,No Warranty,SHAJAHAN.KA,2024-06-25,SHAJAHAN.KA,2024-06-25,AED,1.0,300.0,0.0,300.0,party_0028707159
LPI10,4742.0,2024-06-25,AP-F0026,Fikree Pipes Establishment,Branch 2,36740,40MM HDPE DRAINAGE ACCESS PLUG SDR26 -GEBRIT,NOS,40.0,16.57,662.8,0.0,662.8,LOCAL,,HDPE PIPE & FITTINGS,HDPE DRAINAGE ACCES PLUG,brand_0500751709,,,No Warranty,SHAJAHAN.KA,2024-06-25,SHAJAHAN.KA,2024-06-25,AED,1.0,662.8,0.0,662.8,party_0028707159
LPI10,9274.0,2024-12-24,AP-A0114,Al Ashara Building Material Trdg Llc,Musaffah Shop,32006,"1 1/4"" POP-UP WASTE ANGEL-WCBFTPU-8 ",NOS,10.0,21.0,210.0,0.0,210.0,LOCAL,,PLUMBING SOLUTIONS,POP UP WASTE,brand_1822006220,,,,SHAJAHAN.KA,2024-12-25,SHAJAHAN.KA,2024-12-25,AED,1.0,210.0,0.0,210.0,party_2072737287
LPI10,3803.0,2024-05-18,AP-S0009,Saeed Al Zaabi Gen.Trading L.L.C,Sajjah Store (MUS),22546,PL200 SILICONE PATTEX TRANSPARENT,NOS,420.0,26.15,10983.0,0.0,10983.0,LOCAL,,ADHESIVE,SILICONE SEALANT,brand_1697676547,,,No Warranty,SHAJAHAN.KA,2024-05-22,SHAJAHAN.KA,2024-05-22,AED,1.0,10983.0,0.0,10983.0,party_1430617670
ICPI10,1053.0,2024-01-13,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18475,"11/4"" POP UP WASTE BRASS OCEANIC P2300-AB",NOS,2.0,15.0,30.0,0.0,30.0,,,PLUMBING SOLUTIONS,POP UP WASTE,brand_0839938534,,,No Warranty,SHAMEER,2024-02-08,SHAMEER,2024-05-28,AED,1.0,30.0,0.0,30.0,party_0361422916
