doctype,docno,docdate,party_code,original_party_name,lpo_no,location,original_salesman,gross_amount,discount,net_amount,vat_amount,created_ts,created_by,invoice_mode,area,original_division,division,salesman,party_name
CSI10,1036,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,42.0,0.0,42.0,2.1,2024-01-02,AKTAR,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI10,1035,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,ABBAS ,19.0,0.0,19.0,0.95,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_1563038311,party_0832930093
CSI40,1009,2024-01-02,ARC-S0275,SIGMA,,Branch 2,RASHID ,5.5,0.0,5.5,0.28,2024-01-02,RASHID,CREDIT,,Branch 2,div_0097926054,man_0256316879,party_0077769424
CSI20,1099,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,JAFEER ,35.0,0.0,35.0,1.75,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1683097300,party_0984764295
CSI20,1100,2024-01-02,ARC-K0091,KHADAMAT SOLE PROPRIETORSHIP L.L.C,,Multicolor,JAFEER ,317.0,0.0,317.0,15.85,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1683097300,party_1064460045
CSI10,1039,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,135.3,0.0,135.3,6.77,2024-01-02,AKTAR,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI20,1101,2024-01-02,ARC-K0091,KHADAMAT SOLE PROPRIETORSHIP L.L.C,,Multicolor,JAFEER ,42.0,0.0,42.0,2.1,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1683097300,party_1064460045
CSI20,1105,2024-01-02,ARC-M0341,MOTHER ENGINEERING,,Multicolor,JAFEER ,1605.0,0.0,1605.0,80.25,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1683097300,party_0604394271
CSI10,1037,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,NASSAR,416.0,0.0,416.0,20.8,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0832930093
CSI20,1102,2024-01-02,ARC-M0408,MUNICH SKY CONTRACTING LLC-SOLE PROPRIETORSHIP L.L.C,,Multicolor,NISHAD T,1427.0,0.0,1427.0,71.35,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1830493139,party_0355639660
OSI10,1111,2024-01-02,AR-B0022,BMQ TECHNICAL SUPPLIES COMPANY - L.L.C,2274,Musaffah Shop,ABDUL SATHAR,420.0,0.0,420.0,21.0,2024-01-27,ASHKAR,CREDIT,,HO,div_2006915470,man_0427457728,party_0372937441
CSI10,1048,2024-01-02,ARC-G0160,GOOD WAY ENGINEERING MECHANICAL WORKS CO LLC,,Musaffah Shop,FAISAL,50.0,0.5,49.5,2.48,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_1993412060,party_1295204160
CSI20,1103,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAHID ,1352.0,0.0,1352.0,67.6,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1995826233,party_0984764295
CSI10,1038,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,SUNDARAN ,18.0,0.0,18.0,0.9,2024-01-02,KEA,CASH,,HO,div_2006915470,man_0622657813,party_0832930093
CSI20,1104,2024-01-02,ARC-J1590,J C Maclean International FZCO,,Multicolor,SHAFI,790.0,0.0,790.0,39.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_1822159596
CSI20,1106,2024-01-02,ARC-A1148,ALDEWAN AL MALAKI INTERIORS LLC,,Multicolor,SHAFI,290.0,0.0,290.0,14.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0462590270
CSI20,1107,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,174.0,0.0,174.0,8.7,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI10,1040,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,NASSAR,745.0,0.0,745.0,37.25,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0832930093
CSI20,1108,2024-01-02,ARC-A1530,AL MANHAJ GENERAL MAINTENANCE,,Multicolor,NISHAD T,925.0,0.0,925.0,46.25,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1830493139,party_0434811731
CSI20,1109,2024-01-02,ARC-Y1581,YOUNG LIFE BUILDING MATERIALS - L.L.C - O.P.C,,Multicolor,SANOOP,1080.0,0.0,1080.0,54.0,2024-01-02,SAMSHEER,CASH,ABU DHABI,MCJ,div_0556003793,man_0264100041,party_1238708972
CSI20,1111,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,200.0,0.0,200.0,10.0,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI20,1110,2024-01-02,ARC-A1527,AL DHAFRA SKY CONTRACTING & GENERAL MAINTENANCE L.L.C,,Multicolor,JAFEER ,112.0,0.0,112.0,5.6,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1683097300,party_1973842940
CSI20,1112,2024-01-02,ARC-G1612,Genfocus Electrical Equipment Trading,,Multicolor,SHAFI,515.0,0.0,515.0,25.75,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0751206008
CSI20,1114,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,531.0,0.0,531.0,26.55,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI20,1113,2024-01-02,ARC-U0054,URUK GENERAL CONTRACTING & MAINT LLC,,Multicolor,SHAFI,370.0,0.0,370.0,18.5,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1461566380,party_1193901279
CSI20,1115,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,180.0,0.0,180.0,9.0,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI40,1011,2024-01-02,ARC-I0093,INTERWOOD GENERAL MAINTENANCE,,Branch 2,RINSHAD M U,233.0,0.0,233.0,11.65,2024-01-02,RINSHAD MU,CREDIT,,Branch 2,div_0097926054,man_0298694519,party_1781902460
CSI20,1116,2024-01-02,ARC-A1391,ARCH AND ART ADEVRTISING BOARDSL.L.C.,,Multicolor,SHAHID ,80.0,0.0,80.0,4.0,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1995826233,party_0276683257
CSI20,1117,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,JAFEER ,560.0,0.0,560.0,28.0,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_0984764295
CSI20,1118,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,582.0,0.0,582.0,29.1,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI20,1119,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,NISHAD T,28.6,0.0,28.6,1.43,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1830493139,party_0984764295
CSI10,1041,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,NASSAR,3090.0,0.0,3090.0,154.5,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0832930093
CSI10,1042,2024-01-02,ARC-F0139,FORCE.10.UAE,,Musaffah Shop,ABBAS ,28.5,0.0,28.5,1.43,2024-01-02,NASSAR,CASH,ABUDHABI,HO,div_2006915470,man_1563038311,party_1650473027
SI20,1002,2024-01-02,AR-E0031,EXPERT GENERAL TRADING L.L.C,,Multicolor,RINSHAD T K,240.0,0.0,240.0,12.0,2024-01-02,RISHAD C,,,MCJ,div_0556003793,man_2128340233,party_0332871789
CSI20,1120,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,JAFEER ,130.0,0.0,130.0,6.5,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1683097300,party_0984764295
CSI20,1121,2024-01-02,ARC-M0344,MOUHAJER INTERNATIONAL DESIGN L.L.C,,Multicolor,SHAFI,4515.0,0.0,4515.0,225.75,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1461566380,party_0209317492
CSI20,1122,2024-01-02,ARC-Y1581,YOUNG LIFE BUILDING MATERIALS - L.L.C - O.P.C,,Multicolor,JAFEER ,13.5,0.0,13.5,0.68,2024-01-02,SAFEER M,CASH,ABU DHABI,MCJ,div_0556003793,man_1683097300,party_1238708972
CSI20,1123,2024-01-02,ARC-S0033,SAFCOM GENERAL CONTRACTING,,Multicolor,NISHAD T,600.0,0.0,600.0,30.0,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1830493139,party_1956287550
CSI10,1044,2024-01-02,ARC-C1600,COOL WIND PUMPS SERVICES,,Musaffah Shop,NASSAR,1025.0,0.0,1025.0,51.25,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0091281733
CSI20,1124,2024-01-02,ARC-A1810,ARIBA GM INTERIOR DECOR,,Multicolor,SHAHID ,1380.0,0.0,1380.0,69.0,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1995826233,party_0933664717
CSI10,1043,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,SUNDARAN ,61.0,0.0,61.0,3.05,2024-01-02,KEA,CASH,,HO,div_2006915470,man_0622657813,party_0832930093
CSI10,1046,2024-01-02,ARC-E1609,Eaqar Land Real Estate Management&Contracting & General Maintenan,,Musaffah Shop,AKTAR HOSSAIN,43.0,0.0,43.0,2.15,2024-01-02,AKTAR,CASH,,HO,div_2006915470,man_0900539661,party_0161924008
CSI10,1045,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,ABBAS ,6.0,0.5,5.5,0.28,2024-01-02,ABBAS,CASH,,HO,div_2006915470,man_1563038311,party_0832930093
CSI10,1047,2024-01-02,ARC-K1587,KHALIFA ABDULLA HASAN MOHAMED ALHOSANI,,Musaffah Shop,AKTAR HOSSAIN,50.0,2.5,47.5,2.38,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_0900539661,party_0675949787
CSI20,1125,2024-01-02,ARC-T0094,TECTON ENGINEERING,,Multicolor,JAFEER ,160.0,0.0,160.0,8.0,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1683097300,party_0615864025
CSI40,1012,2024-01-02,ARC-W0024,WALK IN - BR2,,Branch 2,RASHID ,48.0,0.0,48.0,2.4,2024-01-02,RASHID,CASH,,Branch 2,div_0097926054,man_0256316879,party_2060039225
CSI20,1126,2024-01-02,ARC-T0094,TECTON ENGINEERING,,Multicolor,JAFEER ,200.0,0.0,200.0,10.0,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1683097300,party_0615864025
CSI10,1050,2024-01-02,ARC-B0206,BONYAN ALKHALIJ AL MOTATAWERAH GEN CONT,,Musaffah Shop,FAISAL,124.0,0.0,124.0,6.2,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_1993412060,party_1356557270
CSI20,1127,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,JAFEER ,200.0,0.0,200.0,10.0,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1683097300,party_0984764295
CSI20,1128,2024-01-02,ARC-T0247,TRAVENCORE EQUIPMENT EST,,Multicolor,JAFEER ,150.0,0.0,150.0,7.5,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1683097300,party_1877402496
CSI40,1013,2024-01-02,ARC-W0024,WALK IN - BR2,,Branch 2,RASHID ,14.0,0.0,14.0,0.7,2024-01-02,RASHID,CASH,,Branch 2,div_0097926054,man_0256316879,party_2060039225
CSI20,1129,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,JAFEER ,820.0,0.0,820.0,41.0,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1683097300,party_0984764295
CSI20,1130,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,JAFEER ,1145.0,0.0,1145.0,57.25,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1683097300,party_0984764295
CSI10,1049,2024-01-02,ARC-A1327,ANISUL ISLAM CHOWDHURY ELECTRICAL APPLIANCES L L C L.L.C,,Musaffah Shop,NASSAR,749.0,0.5,748.5,37.42,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0698352850
CSI20,1131,2024-01-02,ARC-T1614,THERMO DYNAMIC TECHNICAL SERVICES,,Multicolor,RISHAD C,408.0,0.0,408.0,20.4,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_1144058050
CSI40,1014,2024-01-02,ARC-W0024,WALK IN - BR2,,Branch 2,SHAJAHAN ,48.0,0.0,48.0,2.4,2024-01-02,SHAJAHAN M,CASH,,Branch 2,div_0097926054,man_1937350786,party_2060039225
CSI20,1132,2024-01-02,ARC-Q0022,QUICK BUILD GENERAL CONTRACTING L.L.C,,Multicolor,RISHAD C,4268.0,21.4,4246.6,212.33,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_0345795118
CSI10,1051,2024-01-02,ARC-S1583,STEVE HARDWARE TRADING LLC,,Musaffah Shop,FAISAL,425.0,1.23,423.77,21.19,2024-01-02,NASSAR,CASH,ABU DHABI,HO,div_2006915470,man_1993412060,party_0548065530
CSI20,1133,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,RISHAD C,62.5,0.0,62.5,3.13,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_0984764295
CSI20,1134,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,RISHAD C,138.75,0.0,138.75,6.94,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_0984764295
CSI10,1052,2024-01-02,ARC-A1360,ARAB TANKER SERVICES OWNED BY MASOOD SAEED AL AMERI-SOLE PR,,Musaffah Shop,FAISAL,46.0,0.5,45.5,2.27,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_1993412060,party_0988504817
CSI10,1055,2024-01-02,ARC-S0209,SHAIKH HAMAD BIN HAMDAN BIN MOHAMMED AL NAHYAN,,Musaffah Shop,ABBAS ,226.0,0.0,226.0,11.3,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_1563038311,party_1329528032
CSI20,1135,2024-01-02,ARC-N1607,NAFFCO ELECTROMECHANICAL CO (L.L.C),,Multicolor,RISHAD C,1470.0,0.0,1470.0,73.5,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_1113994303
CSI20,1137,2024-01-02,ARC-O1593,ORCHID CONTRACTING &  LANDSCAPING,,Multicolor,JAFEER ,230.0,0.0,230.0,11.5,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1683097300,party_1429840024
CSI20,1136,2024-01-02,ARC-A1434,ARTS INDUSTRIAL STONE FACTORY,,Multicolor,RISHAD C,620.0,0.0,620.0,31.0,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_0267071865
CSI10,1053,2024-01-02,ARC-S0564,SHAIKH HAMAD BIN HAMDAN BIN MOHAMMAD AL-NAHYAN,,Musaffah Shop,ABBAS ,310.0,0.0,310.0,15.5,2024-01-02,KEA,CASH,,HO,div_2006915470,man_1563038311,party_0688340988
CSI10,1054,2024-01-02,ARC-S0564,SHAIKH HAMAD BIN HAMDAN BIN MOHAMMAD AL-NAHYAN,,Musaffah Shop,ABBAS ,1360.0,0.0,1360.0,68.0,2024-01-02,KEA,CASH,,HO,div_2006915470,man_1563038311,party_0688340988
CSI10,1056,2024-01-02,ARC-S0564,SHAIKH HAMAD BIN HAMDAN BIN MOHAMMAD AL-NAHYAN,,Musaffah Shop,ABBAS ,880.0,0.0,880.0,44.0,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_1563038311,party_0688340988
CSI10,1057,2024-01-02,ARC-B1621,BLOOM LANDSCAPE LLC,,Musaffah Shop,FAISAL,75.0,0.0,75.0,3.75,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_1993412060,party_1876178089
CSI20,1138,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,RISHAD C,740.0,0.0,740.0,37.0,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_0984764295
CSI20,1139,2024-01-02,ARC-N1606,NEW ERA GENERAL MAINTANANCE,,Multicolor,RISHAD C,60.0,0.0,60.0,3.0,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_0439909778
CSI20,1140,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SANOOP,33.33,0.0,33.33,1.67,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_0264100041,party_0984764295
CSI20,1141,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,RISHAD C,390.0,0.0,390.0,19.5,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_0984764295
CSI20,1142,2024-01-02,ARC-A0059,ABED NASSER BIN DUMAN CONTRACTING & GENERAL MAINTENANCE,,Multicolor,RISHAD C,477.0,0.85,476.15,23.81,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_1438083693
CSI20,1143,2024-01-02,ARC-A0059,ABED NASSER BIN DUMAN CONTRACTING & GENERAL MAINTENANCE,,Multicolor,RISHAD C,45.0,0.0,45.0,2.25,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_1438083693
CSI10,1058,2024-01-02,ARC-G0242,GTRAILER BLACKSMITH & WELDING,,Musaffah Shop,FAISAL,150.5,0.0,150.5,7.54,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_1993412060,party_1039507604
CSI20,1144,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SANOOP,180.0,0.0,180.0,9.0,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_0264100041,party_0984764295
CSI10,1059,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,FAISAL,5.0,0.0,5.0,0.25,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_1993412060,party_0832930093
CSI20,1145,2024-01-02,ARC-G0075,GLAMOUR INTERNATIONAL TURNKEY PROJECT CONTRACTING,,Multicolor,RISHAD C,235.0,0.0,235.0,11.75,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_0284465706
CSI20,1146,2024-01-02,ARC-E0080,ELITE GLASS,,Multicolor,SANOOP,391.0,0.0,391.0,19.55,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_0264100041,party_0617129424
CSI20,1147,2024-01-02,ARC-S1649,Saeed Qayed Building Maintenance Maint L.L.C,,Multicolor,NISHAD T,575.0,0.0,575.0,28.75,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1830493139,party_1176796498
CSI20,1148,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,NISHAD T,97.0,0.0,97.0,4.85,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1830493139,party_0984764295
CSI20,1151,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,NISHAD T,1222.0,0.0,1222.0,61.1,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1830493139,party_0984764295
CSI20,1150,2024-01-02,ARC-O0018,OCIAN CITY GEN MAINT,,Multicolor,SAMSHEER ,130.0,0.0,130.0,6.5,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1994684813,party_1123929447
CSI20,1149,2024-01-02,ARC-D0131,DOHA CONSTRUCTION,,Multicolor,RISHAD C,855.0,0.0,855.0,42.75,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_0200946258
CSI20,1152,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,45.0,0.0,45.0,2.25,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI10,1060,2024-01-02,ARC-S1648,SILVER FALCON,,Musaffah Shop,NASSAR,4371.0,0.0,4371.0,218.55,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0668298124
CSI20,1153,2024-01-02,ARC-S0283,SILVER COAST CONSTRUCTION & BORING L.L.C.,,Multicolor,RISHAD C,880.0,0.0,880.0,44.0,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_1438412352
CSI10,1061,2024-01-02,ARC-A1457,ASIAN MOLD CRAFT INTERNATIONAL DECOR,,Musaffah Shop,ABBAS ,220.0,0.0,220.0,11.0,2024-01-02,ABBAS,CASH,,HO,div_2006915470,man_1563038311,party_0078718603
CSI20,1155,2024-01-02,ARC-A0557,AL JABER SHIPPING AGENCY & MARINE WORKS LLC,,Multicolor,NISHAD T,3120.0,0.0,3120.0,156.0,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1830493139,party_1601582860
CSI20,1154,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,1100.0,0.0,1100.0,55.0,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI20,1156,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SANOOP,165.0,0.0,165.0,8.25,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_0264100041,party_0984764295
CSI10,1062,2024-01-02,ARC-O0079,OSUS ALHAYA GENERAL CONTRACTING L.L.C,,Musaffah Shop,NASSAR,504.5,0.06,504.44,25.23,2024-01-02,SHIBIN,CASH,,HO,div_2006915470,man_0864799156,party_1561994174
CSI20,1157,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SANOOP,207.0,0.0,207.0,10.35,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_0264100041,party_0984764295
CSI10,1065,2024-01-02,ARC-L0093,LIWA DRINKING WATER PURIFICATION - SOLE PROPRIETORSHIP LLC,,Musaffah Shop,AKTAR HOSSAIN,87.5,0.0,87.5,4.38,2024-01-02,AKTAR,CASH,,HO,div_2006915470,man_0900539661,party_0349736542
CSI10,1064,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,NASSAR,48.0,0.0,48.0,2.4,2024-01-02,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0832930093
CSI10,1063,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,ABBAS ,7.5,0.0,7.5,0.38,2024-01-02,ABBAS,CASH,,HO,div_2006915470,man_1563038311,party_0832930093
CSI40,1015,2024-01-02,ARC-G1613,GIAS UDDIN,,Branch 2,SHAJAHAN ,167.0,0.0,167.0,8.35,2024-01-02,SHAJAHAN M,CASH,,Branch 2,div_0097926054,man_1937350786,party_1947863309
CSI20,1158,2024-01-02,ARC-P0208,POLISHED INTERIORS,LPO-06-2024,Multicolor,SANOOP,570.0,0.0,570.0,28.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_0264100041,party_0298107918
CSI20,1159,2024-01-02,ARC-S0155,SEA LINE GENERAL CONTRACTING,,Multicolor,SAMSHEER ,245.0,0.0,245.0,12.25,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_1870155921
CSI40,1016,2024-01-02,ARC-A0470,AL FOAH COMPANY L.L.C,,Branch 2,SHAJAHAN ,81.35,0.0,81.35,4.07,2024-01-02,SHAJAHAN M,CASH,,Branch 2,div_0097926054,man_1937350786,party_1523083360
CSI20,1160,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,1110.0,0.0,1110.0,55.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI10,1066,2024-01-02,ARC-L0093,LIWA DRINKING WATER PURIFICATION - SOLE PROPRIETORSHIP LLC,,Musaffah Shop,AKTAR HOSSAIN,107.4,0.0,107.4,5.38,2024-01-02,AKTAR,CASH,,HO,div_2006915470,man_0900539661,party_0349736542
CSI20,1162,2024-01-02,ARC-A1095,AL WASL TRADING GROUP,,Multicolor,NISHAD T,455.0,0.0,455.0,22.75,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1830493139,party_1731863598
OSI10,1322,2024-01-02,AR-S0026,SARIAH NON SPECIALIZED FACILITIES MANAGEMENT L.L.C.,PO/2024/21113,Musaffah Shop,ANSAR ,115.0,0.0,115.0,5.75,2024-02-13,ASHKAR,CREDIT,MUSAFFH ABU DHABI,HO,div_2006915470,man_0731228032,party_0918097423
CSI20,1161,2024-01-02,ARC-A1819,AL SHAHBA GENERAL CONTRACTING ESTABLISHMENT,,Multicolor,RISHAD C,1795.0,0.0,1795.0,89.75,2024-01-02,SAFEER M,CASH,,MCJ,div_0556003793,man_1841802797,party_1790924701
CSI10,1067,2024-01-02,ARC-M1606,MICRON MECHANICAL EQUIPMENT,,Musaffah Shop,NASSAR,195.0,0.0,195.0,9.75,2024-01-02,KEA,CASH,,HO,div_2006915470,man_0864799156,party_1801675226
CSI20,1163,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,RISHAD C,72.0,0.0,72.0,3.6,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1841802797,party_0984764295
CSI20,1164,2024-01-02,ARC-E0242,EXPERT HOME GENERAL CONTRACTING,,Multicolor,NISHAD T,1338.0,4.9,1333.1,66.67,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1830493139,party_1817766416
CSI10,1068,2024-01-02,ARC-A0432,AL ETIBAR ELECTROMECHANICAL CONTRACTING L.L.C.,,Musaffah Shop,FAISAL,96.0,1.0,95.0,4.76,2024-01-02,FAISAL,CASH,,HO,div_2006915470,man_1993412060,party_0572751279
CSI10,1069,2024-01-02,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,ABBAS ,1050.0,2.52,1047.48,52.37,2024-01-02,ABBAS,CASH,,HO,div_2006915470,man_1563038311,party_0832930093
CSI20,1169,2024-01-02,ARC-W0021,WALK IN - MCJ,,Multicolor,JAFEER ,180.0,0.0,180.0,9.0,2024-01-02,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_0984764295
SI30,1005,2024-01-02,AR-S0083,SUPREME INDUSTRIAL TOOLS TRD. LLC,SUPREME020124,Sharjah,ZAMEER ,875.0,0.0,875.0,43.75,2024-01-02,ZAINUDHEEN,CREDIT,AJMAN,Sharjah,div_1742449716,man_1964161347,party_1420628040
CSI10,1072,2024-01-02,ARC-S0080,SALEM AL MASKARI GENERAL TRANSPORTING ESTABISHMENT,,Musaffah Shop,FAISAL,2221.5,2.44,2219.06,110.96,2024-01-02,FAISAL,CASH,,HO,div_2006915470,man_1993412060,party_0312354838
CSI20,1165,2024-01-02,ARC-S0561,SALEEM HARDWARE TRADING,,Multicolor,SAMSHEER ,15.0,0.0,15.0,0.75,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0454264150
CSI20,1166,2024-01-02,ARC-C0107,CIVIL POWER GENERAL CONTRACTING,,Multicolor,BAJU ,290.0,0.0,290.0,14.5,2024-01-02,SAMSHEER,CASH,,MCJ,div_0556003793,man_1108579223,party_1279847469
