original_party_name,party_code,doc_type,doc_no,doc_date,due_date,od_days,age_days,days_0_30,days_31_60,days_61_90,days_91_120,days_121_150,days_151_180,days_181_210,above_210,unallocated,balance,pdcamount,division,party_name,mask_division
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,PV20,2500026,2025-01-01,2024-08-07,233.0,86,,,,,,,,,-262.5,-262.5,,div_0556003793,party_0618463295,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500026,2025-01-23,2025-03-24,4.0,64,,17955.0,,,,,,,,17955.0,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500027,2025-01-24,2025-03-25,3.0,63,,29450.42,,,,,,,,29450.42,,div_0556003793,party_1087986705,div_2058489418
Fireman Safety Services Sole Proprietorship LLC(AP-F0074),AP-F0074,EJV20,2500028,2025-03-20,2025-03-20,8.0,8,352.8,,,,,,,,,352.8,,div_0556003793,party_1557006023,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500028,2025-01-27,2025-03-28,,60,,3282.28,,,,,,,,3282.28,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500029,2025-01-27,2025-03-28,,60,,6615.0,,,,,,,,6615.0,,div_0556003793,party_1087986705,div_2058489418
First Abu Dhabi Bank PJSC(AP-F0070),AP-F0070,EJV20,2500029,2025-02-28,2025-02-28,28.0,28,4717.13,,,,,,,,,4717.13,,div_0556003793,party_0618463295,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500030,2025-01-27,2025-03-28,,60,,14437.4,,,,,,,,14437.4,,div_0556003793,party_1087986705,div_2058489418
Al Sajid Mechanical Equipment Llc(AP-A0294),AP-A0294,PV20,2500031,2025-01-24,2025-01-24,63.0,63,,,,,,,,,-471.0,-471.0,,div_0556003793,party_1698622648,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500031,2025-01-27,2025-03-28,,60,,12434.1,,,,,,,,12434.1,,div_0556003793,party_1087986705,div_2058489418
Jotun Abu Dhabi (L.L.C)- P C(AP-J0015),AP-J0015,LPI20,2500032,2025-01-27,2025-03-28,,60,,5249.51,,,,,,,,5249.51,,div_0556003793,party_1087986705,div_2058489418
